0	-2.167090	-2.862637	-2.862637
1	-2.817555	-3.047119	-3.047119
2	-2.889610	-3.074483	-3.074483
3	-2.914063	-3.090381	-3.090381
4	-2.917123	-3.093395	-3.093395
5	-2.918246	-3.094823	-3.094823
6	-2.919724	-3.097806	-3.097806
7	-2.918400	-3.105127	-3.105127
8	-2.917320	-3.109509	-3.109509
9	-2.917901	-3.103329	-3.109509
10	-2.920737	-3.113600	-3.113600
11	-2.919532	-3.119872	-3.119872
12	-2.917494	-3.111284	-3.119872
13	-2.916965	-3.126227	-3.126227
14	-2.916507	-3.089664	-3.126227
15	-2.920881	-3.129527	-3.129527
16	-2.922215	-3.097141	-3.129527
17	-2.917488	-3.113087	-3.129527
18	-2.919022	-3.105356	-3.129527
19	-2.920811	-3.124785	-3.129527
20	-2.922796	-3.120431	-3.129527
21	-2.919015	-3.113225	-3.129527
22	-2.918477	-3.103073	-3.129527
23	-2.921524	-3.113761	-3.129527
24	-2.920818	-3.107982	-3.129527
25	-2.919899	-3.100845	-3.129527
26	-2.919365	-3.123796	-3.129527
27	-2.918761	-3.092964	-3.129527
28	-2.919587	-3.108616	-3.129527
29	-2.921250	-3.103811	-3.129527
30	-2.920722	-3.109153	-3.129527
31	-2.920110	-3.096711	-3.129527
32	-2.921915	-3.109649	-3.129527
33	-2.922819	-3.116944	-3.129527
34	-2.916327	-3.093261	-3.129527
35	-2.923836	-3.108207	-3.129527
36	-2.918683	-3.119357	-3.129527
37	-2.922267	-3.117758	-3.129527
38	-2.923173	-3.117691	-3.129527
39	-2.917485	-3.086832	-3.129527
40	-2.919394	-3.112134	-3.129527
41	-2.920032	-3.105840	-3.129527
42	-2.918321	-3.123753	-3.129527
43	-2.921199	-3.108984	-3.129527
44	-2.920634	-3.100254	-3.129527
45	-2.920141	-3.097750	-3.129527
46	-2.921367	-3.094415	-3.129527
47	-2.922116	-3.093396	-3.129527
48	-2.917250	-3.126644	-3.129527
49	-2.921342	-3.088460	-3.129527
50	-2.918484	-3.097856	-3.129527
51	-2.922599	-3.121822	-3.129527
52	-2.923277	-3.110726	-3.129527
53	-2.918182	-3.128474	-3.129527
54	-2.921510	-3.108277	-3.129527
55	-2.923448	-3.121758	-3.129527
56	-2.926063	-3.082943	-3.129527
57	-2.921209	-3.117834	-3.129527
58	-2.920282	-3.110910	-3.129527
59	-2.919633	-3.118163	-3.129527
60	-2.919399	-3.117362	-3.129527
61	-2.923230	-3.104479	-3.129527
62	-2.921074	-3.095244	-3.129527
63	-2.922224	-3.123523	-3.129527
64	-2.923127	-3.091875	-3.129527
65	-2.920299	-3.108065	-3.129527
66	-2.922241	-3.105479	-3.129527
67	-2.919549	-3.128285	-3.129527
68	-2.922632	-3.077610	-3.129527
69	-2.923121	-3.106922	-3.129527
70	-2.922180	-3.127200	-3.129527
71	-2.921588	-3.113275	-3.129527
72	-2.920810	-3.082118	-3.129527
73	-2.915304	-3.128457	-3.129527
74	-2.921478	-3.104214	-3.129527
75	-2.922428	-3.120195	-3.129527
76	-2.921792	-3.096194	-3.129527
77	-2.923840	-3.115172	-3.129527
78	-2.920267	-3.091020	-3.129527
79	-2.921766	-3.099320	-3.129527
80	-2.921857	-3.108033	-3.129527
81	-2.918989	-3.095180	-3.129527
82	-2.923074	-3.093523	-3.129527
83	-2.921885	-3.098686	-3.129527
84	-2.922562	-3.102696	-3.129527
85	-2.921370	-3.111317	-3.129527
86	-2.921620	-3.105403	-3.129527
87	-2.922018	-3.113607	-3.129527
88	-2.920840	-3.097382	-3.129527
89	-2.924901	-3.116432	-3.129527
90	-2.921884	-3.092897	-3.129527
91	-2.920403	-3.114251	-3.129527
92	-2.923269	-3.109355	-3.129527
93	-2.921260	-3.105689	-3.129527
94	-2.918868	-3.126501	-3.129527
95	-2.920216	-3.107148	-3.129527
96	-2.921774	-3.110083	-3.129527
97	-2.921869	-3.119895	-3.129527
98	-2.920546	-3.110013	-3.129527
99	-2.919312	-3.094281	-3.129527
0	-2.422687	-2.995873	-2.995873
1	-2.863264	-3.117214	-3.117214
2	-2.905404	-3.142101	-3.142101
3	-2.913400	-3.149010	-3.149010
4	-2.915038	-3.150196	-3.150196
5	-2.915406	-3.152566	-3.152566
6	-2.917101	-3.147743	-3.152566
7	-2.915922	-3.152309	-3.152566
8	-2.917413	-3.154028	-3.154028
9	-2.917950	-3.152502	-3.154028
10	-2.917381	-3.149811	-3.154028
11	-2.917284	-3.151884	-3.154028
12	-2.917138	-3.154179	-3.154179
13	-2.917251	-3.156164	-3.156164
14	-2.917912	-3.155162	-3.156164
15	-2.917335	-3.153615	-3.156164
16	-2.917806	-3.150321	-3.156164
17	-2.917371	-3.151234	-3.156164
18	-2.917320	-3.149728	-3.156164
19	-2.917270	-3.153583	-3.156164
20	-2.918589	-3.152684	-3.156164
21	-2.917608	-3.156502	-3.156502
22	-2.916948	-3.158119	-3.158119
23	-2.917492	-3.152707	-3.158119
24	-2.918049	-3.152832	-3.158119
25	-2.917462	-3.149393	-3.158119
26	-2.918381	-3.153547	-3.158119
27	-2.918078	-3.151602	-3.158119
28	-2.917349	-3.153653	-3.158119
29	-2.917936	-3.153570	-3.158119
30	-2.917790	-3.151164	-3.158119
31	-2.917896	-3.151514	-3.158119
32	-2.917873	-3.155548	-3.158119
33	-2.917613	-3.150088	-3.158119
34	-2.918199	-3.152008	-3.158119
35	-2.918666	-3.152687	-3.158119
36	-2.917917	-3.154056	-3.158119
37	-2.918451	-3.153643	-3.158119
38	-2.918151	-3.152491	-3.158119
39	-2.916620	-3.151196	-3.158119
40	-2.918566	-3.148915	-3.158119
41	-2.918328	-3.156188	-3.158119
42	-2.918186	-3.154899	-3.158119
43	-2.918622	-3.152473	-3.158119
44	-2.918845	-3.151482	-3.158119
45	-2.918515	-3.156057	-3.158119
46	-2.918017	-3.154701	-3.158119
47	-2.918367	-3.150926	-3.158119
48	-2.917592	-3.152751	-3.158119
49	-2.918356	-3.153784	-3.158119
50	-2.918369	-3.155889	-3.158119
51	-2.918647	-3.147870	-3.158119
52	-2.917882	-3.152248	-3.158119
53	-2.919419	-3.150615	-3.158119
54	-2.919132	-3.148359	-3.158119
55	-2.918913	-3.149307	-3.158119
56	-2.919039	-3.151066	-3.158119
57	-2.918010	-3.153349	-3.158119
58	-2.918337	-3.152422	-3.158119
59	-2.918670	-3.150655	-3.158119
60	-2.918609	-3.149167	-3.158119
61	-2.918536	-3.153114	-3.158119
62	-2.919098	-3.151218	-3.158119
63	-2.918768	-3.153932	-3.158119
64	-2.919037	-3.153193	-3.158119
65	-2.918655	-3.150462	-3.158119
66	-2.918228	-3.152093	-3.158119
67	-2.919429	-3.154867	-3.158119
68	-2.917759	-3.148579	-3.158119
69	-2.918596	-3.154952	-3.158119
70	-2.918830	-3.157511	-3.158119
71	-2.918212	-3.150817	-3.158119
72	-2.918690	-3.155490	-3.158119
73	-2.918841	-3.152730	-3.158119
74	-2.917686	-3.155438	-3.158119
75	-2.918505	-3.155295	-3.158119
76	-2.918331	-3.153838	-3.158119
77	-2.918597	-3.152823	-3.158119
78	-2.918374	-3.153232	-3.158119
79	-2.918605	-3.151169	-3.158119
80	-2.918530	-3.153575	-3.158119
81	-2.918557	-3.153830	-3.158119
82	-2.919072	-3.154374	-3.158119
83	-2.918427	-3.146577	-3.158119
84	-2.918182	-3.153440	-3.158119
85	-2.918523	-3.154040	-3.158119
86	-2.919001	-3.152337	-3.158119
87	-2.918497	-3.152541	-3.158119
88	-2.918527	-3.152571	-3.158119
89	-2.918346	-3.151389	-3.158119
90	-2.919067	-3.151927	-3.158119
