0	-0.530048	-0.808798	-0.808798
1	-0.902576	-1.063061	-1.063061
2	-1.064046	-1.186721	-1.186721
3	-1.140891	-1.227027	-1.227027
4	-1.176972	-1.265354	-1.265354
5	-1.213065	-1.293397	-1.293397
6	-1.221762	-1.253289	-1.293397
7	-1.233749	-1.289369	-1.293397
8	-1.246972	-1.297701	-1.297701
9	-1.255835	-1.295234	-1.297701
10	-1.266842	-1.292037	-1.297701
11	-1.266121	-1.317205	-1.317205
12	-1.273318	-1.335540	-1.335540
13	-1.278356	-1.316232	-1.335540
14	-1.280310	-1.322399	-1.335540
15	-1.282398	-1.338407	-1.338407
16	-1.295315	-1.333510	-1.338407
17	-1.294199	-1.300514	-1.338407
18	-1.298539	-1.320320	-1.338407
19	-1.302934	-1.337505	-1.338407
20	-1.305784	-1.347937	-1.347937
21	-1.306682	-1.305177	-1.347937
22	-1.311095	-1.297113	-1.347937
23	-1.317535	-1.332971	-1.347937
24	-1.312309	-1.312622	-1.347937
25	-1.316445	-1.313992	-1.347937
26	-1.314151	-1.302858	-1.347937
27	-1.323781	-1.294650	-1.347937
28	-1.322424	-1.293494	-1.347937
29	-1.322206	-1.282195	-1.347937
30	-1.323628	-1.332107	-1.347937
31	-1.334322	-1.326983	-1.347937
32	-1.330924	-1.278596	-1.347937
33	-1.339412	-1.348411	-1.348411
34	-1.335916	-1.340964	-1.348411
35	-1.335772	-1.339501	-1.348411
36	-1.341192	-1.317799	-1.348411
37	-1.343776	-1.360858	-1.360858
38	-1.346383	-1.326357	-1.360858
39	-1.344965	-1.356030	-1.360858
40	-1.342942	-1.339137	-1.360858
41	-1.352045	-1.321434	-1.360858
42	-1.357723	-1.347535	-1.360858
43	-1.353096	-1.311463	-1.360858
44	-1.357952	-1.304692	-1.360858
45	-1.364864	-1.329909	-1.360858
46	-1.353772	-1.335398	-1.360858
47	-1.362307	-1.372633	-1.372633
48	-1.364469	-1.306783	-1.372633
49	-1.364113	-1.328565	-1.372633
50	-1.371259	-1.320489	-1.372633
51	-1.364634	-1.315501	-1.372633
52	-1.366891	-1.374246	-1.374246
53	-1.371479	-1.293372	-1.374246
54	-1.377381	-1.353613	-1.374246
55	-1.373429	-1.332996	-1.374246
56	-1.375041	-1.302948	-1.374246
57	-1.376625	-1.374527	-1.374527
58	-1.378139	-1.284473	-1.374527
59	-1.380861	-1.353459	-1.374527
60	-1.390793	-1.366342	-1.374527
61	-1.385244	-1.352751	-1.374527
62	-1.387917	-1.308112	-1.374527
63	-1.393058	-1.337730	-1.374527
64	-1.391563	-1.283830	-1.374527
65	-1.383750	-1.357904	-1.374527
66	-1.384551	-1.342960	-1.374527
67	-1.388478	-1.297603	-1.374527
68	-1.389454	-1.379687	-1.379687
69	-1.395328	-1.365847	-1.379687
70	-1.401766	-1.374537	-1.379687
71	-1.395587	-1.380607	-1.380607
72	-1.398925	-1.357677	-1.380607
73	-1.399301	-1.359822	-1.380607
74	-1.400196	-1.340315	-1.380607
75	-1.399707	-1.372557	-1.380607
76	-1.410068	-1.328208	-1.380607
77	-1.399757	-1.341225	-1.380607
78	-1.408349	-1.386649	-1.386649
79	-1.414298	-1.359348	-1.386649
80	-1.416280	-1.342044	-1.386649
81	-1.420956	-1.380118	-1.386649
82	-1.411381	-1.361941	-1.386649
83	-1.413498	-1.218299	-1.386649
84	-1.419740	-1.362264	-1.386649
85	-1.401221	-1.280025	-1.386649
86	-1.409637	-1.362078	-1.386649
87	-1.414514	-1.380421	-1.386649
88	-1.416164	-1.351614	-1.386649
89	-1.424353	-1.392107	-1.392107
90	-1.419261	-1.307281	-1.392107
91	-1.416006	-1.349182	-1.392107
92	-1.420667	-1.402761	-1.402761
93	-1.418194	-1.333840	-1.402761
94	-1.431572	-1.362816	-1.402761
95	-1.430318	-1.343006	-1.402761
96	-1.435268	-1.344470	-1.402761
97	-1.434435	-1.389090	-1.402761
98	-1.431595	-1.312175	-1.402761
